message|english_message|label|toxicity|severe_toxicity
@gaoveag @hilmuj En occidente tienen muchas libertades, mira hacia oriente en los países musulmanes vale mas un camello que una mujer....esas si están oprimidas y ninguna feminista hace nada..|@gaoveag @hilmuj In the West they have many freedoms, look to the East, in Muslim countries a camel is worth more than a woman... those are oppressed and no feminist does anything...|racist|0.62843305|0.53063244
Este es el camino, y no hay otro.|This is the way, and there is no other.|non-racist|0.01399498|0.012054568
"Vomitivo como los latinos ""progres"" que viven en el privilegio geingo y de Hollywood, se la pasen mamando y promoviendo gobiernos en letrinoameroca que empobrecen, desde Gael y Diego a Lopitoz, Gael y Pascal a Boric o el director de Blue Beetle a Pedro Castillo 🤡"|"Vomitive like the ""progressive"" Latinos who live in the geingo and Hollywood privilege, spend their time sucking and promoting governments in latrines that impoverish, from Gael and Diego to Lopitoz, Gael and Pascal to Boric or the director of Blue Beetle to Pedro Castillo 🤡"|non-racist|0.8574984|0.8820656
Ryanair se salva de 'la sangría' del Covid en el sector aéreo en Bolsa y repunta un 10% en 2020|Ryanair is saved from the 'bleeding' of the Covid in the air sector on the Stock Exchange and rebounds 10% in 2020|non-racist|0.102434434|0.089427166
"@fabineiman @FernandezAnibal Aníbal Fernández es guarango y nos hace quedar mal a todos lo argentinos. "" y para todos los hombres del mundo que quieran habitar el suelo argentino"", hay que recordarle, las persecuciones y discriminación que sufrieron los judíos en nuestro país y la función de D.A.I.A."|"@fabineiman @FernandezAnibal Aníbal Fernández is a guarango and makes all of us Argentines look bad. ""and for all the men of the world who want to inhabit Argentine soil"", we must remind him of the persecution and discrimination suffered by the Jews in our country and the role of D.A.I.A."|non-racist|0.4792466|0.63951683
@solecito27502 @katiaospino @HELIODOPTERO @jbedoyalima No juzgue a toda la comunidad por el delito de un miembro de ellos, eso fue lo que hizo Hitler para argumentar el exterminio de los judios.|@solecito27502 @katiaospino @HELIODOPTERO @jbedoyalima Do not judge the entire community for the crime of one of their members, that was what Hitler did to argue the extermination of the Jews.|non-racist|0.40063652|0.5303492
"📍HOTEL REY CARLOS, CANARIAS. ⚔️La INVASIÓN del ""TODO INCLUIDO"" continúa🤬 👀Como veis, todos mujeres y niños que huyen de la guerra🤦🏻‍♂️ ‼️HASTA CUANDO con nuestros IMPUESTOS ⁉️ 🗣️Mientras en España, ➡️4 millones de parados ➡️750.000 ERTES #LaÑEstáEnPeligro #LevantandoEspaña"|"📍 HOTEL KING CARLOS, CANARY ISLANDS. ⚔️The INVASION of ""ALL INCLUDED"" continues🤬 👀As you can see, all women and children fleeing war🤦🏻‍♂️ ‼️UNTIL WHEN with our TAXES ⁉️ 🗣️While in Spain, ➡️4 million unemployed ➡️750,000 ERTES #LaÑ EstáEnPeligro # LevanteSpain"|racist|0.27546144|0.47049925
@BatShem Hace mucho que no se oye algo tan antisemita como lo de este tipo. Lamentablemente, los judios de Chile deberan irse cuanto antes. Triste.|@BatShem Haven't heard anything as anti-Semitic as this guy in a long time. Unfortunately, the Jews of Chile will have to leave as soon as possible. Sad.|non-racist|0.41599756|0.35206613
Otra bufonada del ladrón y narcocriminal colombiano @NicolasMaduro Moros.|Another buffoonery from the Colombian thief and drug criminal @NicolasMaduro Moros.|non-racist|0.9250901|0.920679
Ángeles Ribes (C’s): «Un protegido de Arrimadas me dio la orden de dejar de defender el español»|"Ángeles Ribes (C's): ""A protégé of Arrimadas gave me the order to stop defending the Spanish"""|non-racist|0.060217835|0.06325613
@cuatroaldia @cuatro @PratSandberg El progreso es pagar el triple por la luz y el gas, pagar por usar las autovías,soltar a los etarras y a los golpistas🎗️,llenar España de menas e inmigrantes ilegales, enchufar amigos, adoctrinar a niños y arruinar el país mientras hablamos de Franco y el Rey, G. COMUNISTA PSOETA|@cuatroaldia @cuatro @PratSandberg Progress is paying triple for electricity and gas, paying to use the highways, releasing ETA members and coup plotters🎗️, filling Spain with ores and illegal immigrants, plugging in friends, indoctrinating children and ruining the country while we talk about Franco and the King, G. COMUNISTA PSOETA|racist|0.7539228|0.80607814
@el_pais En el pp no te quieren ni tus padres,sigue así que Abascal cuando menos te lo esperes,te dará un jaque mate,sin programa alguno,que no sean los menas,los inmigrantes,el feminismo,la igualdad ni existe, hombres cobramos más,las mujeres todo casi gratis ocio,app,etc me parece bien|@el_pais In the pp not even your parents love you, keep it up Abascal when you least expect it, he will give you a checkmate, without any program, other than the menas, immigrants, feminism, equality does not even exist, men we charge more, women all almost free leisure, app, etc seems fine to me|non-racist|0.5227969|0.48623762
🤮Otro que viene a nuestro país a trabajar🤮 🗡️Cuchillo en mano intenta ROBAR en un súper🤬 ‼️Es INSOPORTABLE‼️ 📌Todos los días VIOLACIONES, ROBOS, OCUPACIONES, PELEAS... ‼️HASTA CUANDO‼️ #StopInmigraciónIlegal #LaÑEstáEnPeligro #LevantandoEspaña|🤮Another who comes to our country to work🤮 🗡️Knife in hand tries to STEAL in a supermarket🤬 ‼️Es UNSOPORTABLE‼️ 📌Every day VIOLATIONS, ROBBERY, OCCUPATIONS, FIGHTS... ‼️HAST WHEN‼️ #StopInmigraciónIlegal #LaÑ EstáEnPeligro #LevantandoEspaña|racist|0.64773816|0.84335876
A las pocas horas de jurar como #presidente el miércoles 20 de enero de 2021, #JoeBiden anunciará un proyecto de #ley que abriría un camino hacia la #ciudadanía para millones de #inmigrantes que permanecen el #país de manera #ilegal.|Within hours of being sworn in as #president on Wednesday, January 20, 2021, #JoeBiden will announce a bill that would open a path to #citizenship for millions of #immigrants who remain in the #country #illegally.|non-racist|0.065589376|0.0630626
@IreneMontero De las chicas abusadas por menas… algo que decir? O sólo te importan las que dan rédito electoral?|@IreneMontero Of the girls abused by menas… anything to say? Or do you only care about those that give electoral revenue?|racist|0.46135655|0.3039941
El Parlament balear impone el catalán a policías, guardias civiles y demás funcionarios del Estado 😱 Lee toda la información en el link 📲|The Balearic Parliament imposes Catalan on police officers, civil guards and other state officials 😱 Read all the information in the link 📲|non-racist|0.13253856|0.14194997
❌❌ El fake que dice que Suiza ha aprobado una cápsula de suicidio asistido #SinVerificarNoRT|❌❌ The fake that says Switzerland has approved an assisted suicide capsule #SinVerificarNoRT|non-racist|0.24968386|0.30893937
El liderato entre latinos lo tiene Urquidi con la tercera victoria que consiguió en estos días.|The leadership among Latinos is held by Urquidi with the third victory he achieved these days.|non-racist|0.07270301|0.07210682
Marroquíes intimidando e insultando a policía local de Barcelona. Finalmente logran detener a uno y ¡Sorpresa! Es otro #MENA que parásita dinero de los españoles. ¡Deportación YA 📢!|Moroccans intimidating and insulting local police in Barcelona. They finally manage to stop one and surprise! It is another #MENA that parasites money from the Spanish. Deportation NOW 📢!|racist|0.7489983|0.69552314
Son súper doble estándar, lloran por lo ocurrido en Iquique, si, es espantoso, pero ninguno de uds se preocupa ni por el pueblo aymara ni por los chilenos que llevan meses en Colchane siendo SAQUEADOS Y AMENAZADOS por los inmigrantes que van llegando. Totalmente abandonados.|They are a super double standard, they cry because of what happened in Iquique, yes, it is frightening, but none of you care about the Aymara people or the Chileans who have spent months in Colchane being LOOTED AND THREATENED by the immigrants who are arriving. Totally abandoned.|racist|0.44110003|0.4202294
"Un grupo de siete ""inmigrantes ilegales"" dan una paliza brutal a un chico de 17 años valenciano, q estaba de vacaciones en Ceuta, concretamente los hechos se produjeron en la playa. Lo apuñalaron y desfiguraron la cara, fue operado de urgencia."|"A group of seven ""illegal immigrants"" brutally beat a 17-year-old Valencian boy, who was on vacation in Ceuta, specifically the events occurred on the beach. They stabbed him and disfigured his face, he underwent emergency surgery."|racist|0.28132513|0.4202294
A mi que dejen de llamarme racista y facha ya, porque no quiera ni menas agresores ni marroquíes violadores y torturadores. Que no digan nada de delitos de odio, que el primero que comete delito de odio y discriminación a los españoles es Sanchez|To me that they stop calling me racist and fascist now, because I don't want any less aggressors or Moroccan rapists and torturers. That they do not say anything about hate crimes, that the first to commit a crime of hate and discrimination against Spaniards is Sanchez|racist|0.8195666|0.73219585
🎒 La vuelta a las aulas pone sobre la mesa el impacto que el confinamiento ha podido tener en el desarrollo de los alumnos. Varios representantes de la comunidad educativa coinciden: toca recuperar el aspecto emocional perdido por la clase online.|🎒 The return to the classroom puts on the table the impact that confinement has been able to have on the development of students. Several representatives of the educational community agree: it is time to recover the emotional aspect lost by the online class.|non-racist|0.021339232|0.013038876
Si no son judios son judios|if they are not jews they are jews|non-racist|0.40488884|0.30210117
@drioquintero @CMonteroOficial @ONU_es Pero se le olvidan convenien temente arabia saudi, emiratos árabes, egipto, entre otros porque sera que los de ultraderecha son asi, además que omite que la ONU admite a cualquier país como monarquías, paraísos fiscales como panama o narco Estados como Colombia|@drioquintero @CMonteroOficial @ONU_es But they conveniently forget Saudi Arabia, the United Arab Emirates, Egypt, among others, because it could be that the extreme right are like that, in addition to omitting that the UN admits any country as monarchies, tax havens such as Panama or narco States like Colombia|non-racist|0.51680976|0.35206613
🔴Nuevo robo con violencia en el centro de Barcelona. 5 magrebíes detenidos:|🔴New robbery with violence in the center of Barcelona. 5 North Africans arrested:|racist|0.46346337|0.47049925
Los catalanes estamos siendo atracados Estamos recibiendo inmigrantes irregulares menas a los que han decidido darles una paga mensual Los barrios están llenos de delincuencia y se están convirtiendo en estercoleros multiculturales #VoxExtremaNecesidad #FUERZA_Y_HONOR 💃🇪🇦💚|We Catalans are being robbed We are receiving irregular immigrants who have decided to give them a monthly payment The neighborhoods are full of crime and are becoming multicultural dunghills #VoxExtremaNecesidad #FUERZA_Y_HONOR 💃🇪🇦💚|racist|0.66643333|0.63285506
⚖ Los cuatro okupas magrebíes acusados de 'la segunda manada de Manresa' (Barcelona) niegan una violación múltiple #Barcelona #Okupas #Inmigración|⚖ The four North African squatters accused of 'the second herd of Manresa' (Barcelona) deny a multiple rape #Barcelona #Squatters #Immigration|racist|0.52916676|0.5304465
@guizegalvan @javierodr @Chus2633ByB 3 magrebíes ilegales.. tiran piedras a una comisaría tras acabar su caza en la discoteca cercana, insultan y amenazan a los policías, tienen dinero que robaron junto a su documentación robada… joder 🤷‍♂️ pues elíjala|@guizegalvan @javierodr @Chus2633ByB 3 illegal North Africans... they throw stones at a police station after finishing their hunt in the nearby nightclub, they insult and threaten the police, they have money that they stole along with their stolen documentation... damn 🤷‍♂️ well choose it|racist|0.7216203|0.80907077
Ceuta dice que pidió activar el acuerdo con Marruecos e Interior solo lo hizo|Ceuta says that it asked to activate the agreement with Morocco and the Interior only did it|non-racist|0.021223217|0.021958722
"🗣️@jalloul_hana: “Creemos en el trabajo como herramienta de inclusión. Los jóvenes, independientemente de su nacionalidad, necesitan un proyecto de vida"" 👉En @el_pais. ✔️ @inclusiongob"|"🗣️@jalloul_hana: “We believe in work as a tool for inclusion. Young people, regardless of their nationality, need a life project"" 👉In @el_pais. ✔️ @inclusiongob"|non-racist|0.03362111|0.03895548
Es que los judíos controlan el mundo|The Jews control the world|non-racist|0.6144035|0.624502
@Soyyo93316489 @Juanmjh1 @policia De qué manada? La de Navarra y los 7 magrebíes de los cuales me vas a poner fotos y nombres? O los 6 de la Manada de Bilbao? La manada de Sabadell quizás? O la de los cuatro inmigrantes irregulares magrebíes por una violación grupal en Gran Canaria?|@Soyyo93316489 @Juanmjh1 @policia What pack? The one from Navarra and the 7 North Africans of which you are going to give me photos and names? Or the 6 of the Pack of Bilbao? The Sabadell herd perhaps? Or that of the four irregular Maghreb immigrants for a gang rape in Gran Canaria?|racist|0.54361033|0.6572104
📍SAN SEBASTIÁN, ayer. 🗣️En la pancarta se lee: ➡️INDEPENDENCIA ➡️SOCIALISMO 📌Resultado👉 ◾4 detenidos ◾8 agentes heridos ◾Quema de contenedores etc... 📌Estos son los socios del gobierno actual 🤮 #GobiernoCriminal #EspañaSeHunde #LaÑEstáEnPeligro #LevantandoEspaña|📍 SAN SEBASTIAN, yesterday. 🗣️The banner reads: ➡️INDEPENDENCE ➡️SOCIALISMO 📌Result👉 ◾4 detainees ◾8 agents injured ◾Container burning etc... 📌These are the partners of the current government 🤮 #GobiernoCriminal #EspañaSeHunde #LaÑ EstáEnPeligro #LevantandoEspaña|non-racist|0.350558|0.37010777
@CapitanBitcoin No queremos inmigrantes ilegales musulmanes en España. El resto lo hace conforme a lo que establece la ley en España 🇪🇸 y contribuyen como uno más de nosotros. El musulman se cree mejor que los propios Españoles 🇪🇸 y vienen a sangrarnos.|@CapitanBitcoin We don't want Muslim illegal immigrants in Spain. The rest do so in accordance with what is established by law in Spain 🇪🇸 and they contribute as one of us. The Muslim thinks he is better than the Spaniards themselves 🇪🇸 and they come to bleed us.|racist|0.7817677|0.806824
Detenidos 12 polizones marroquíes que alcanzaron Motril (Granada) en un ferri desde Melilla|Arrested 12 Moroccan stowaways who reached Motril (Granada) on a ferry from Melilla|racist|0.14273375|0.28196722
@Christiian003 @jguiu0 @AngelDelgadoMa7 @AntonioGalleg0 Toda Barcelona es conflictiva. Conozco Badalona, Barcelona y Piera de Mar. He visto su decadencia llenándose de manteros okupas y menas durante años|@Christiian003 @jguiu0 @AngelDelgadoMa7 @AntonioGalleg0 The whole of Barcelona is conflictive. I know Badalona, ​​Barcelona and Piera de Mar. I have seen their decline filled with squatters and ores for years|racist|0.40440574|0.3039941
❌ No, el resultado del test de antígenos de este vídeo en el que supuestamente se introducen gotas de agua no es positivo: es inválido|❌ No, the result of the antigen test in this video in which drops of water are supposedly introduced is not positive: it is invalid|non-racist|0.025478773|0.017367158
Hundidas Podemos: desaparece en Galicia y se desploma en el País Vasco|Hundidas Podemos: it disappears in Galicia and collapses in the Basque Country|non-racist|0.31765|0.44195482
Fiscalía abre investigación previa contra Guillermo Lasso en conexión con los papeles de Pandora #Noticias #caribe #americalatina #latinos #mexico #usa #republicadominicana #covi_19|Prosecutor's Office opens preliminary investigation against Guillermo Lasso in connection with Pandora's papers #Noticias #caribe #americalatina #latinos #mexico #usa #republicadominicana #covi_19|non-racist|0.046990495|0.03895548
@CHVNoticias Espero le muestre el dedo a todos los inmigrantes ilegales y terroristas venezolanos y cubanos de la Araucanía. Disfrazados de Mapuches...|@CHVNoticias I hope you show the finger to all illegal immigrants and Venezuelan and Cuban terrorists in Araucanía. Disguised as Mapuches...|racist|0.7682744|0.84597975
🗣️Coche bomba en Nashville, Tennessee. 📌Aún todo por esclarecer. 🤔Habrán sido los de siempre⁉️ #StopInmigraciónIlegal #LaÑEstáEnPeligro #LevantandoEspaña|🗣️Car bomb in Nashville, Tennessee. 📌 Still everything to clarify. 🤔 They will have been the same as always⁉️ #StopIllegalInmigration #LaÑEstaEnPeligro #LevantandoEspaña|racist|0.3100549|0.624502
Los autónomos de La Palma se quedan fuera de las ayudas. Mientras tanto el Ministerio de Irene Montero se seguirá comiendo 500 millones de euros de los españoles. Mantienen sus privilegios a costa de la ruina de los españoles.|The self-employed of La Palma are left out of the aid. Meanwhile, the Ministry of Irene Montero will continue eating 500 million euros from the Spanish. They maintain their privileges at the cost of the ruin of the Spaniards.|non-racist|0.26263958|0.07210682
@ChusGC @FonsiLoaiza @jonathanmartinz @grodira @policia Estos manifestantes no se manifiestan por muertes violentas si la víctima es un hombre heterosexual o si hay involucrados personas de etnia gitana, inmigrantes, menas, magrebis o subsaharianos.|@ChusGC @FonsiLoaiza @jonathanmartinz @grodira @policia These protesters do not demonstrate for violent deaths if the victim is a heterosexual man or if Roma, immigrants, menas, North Africans or sub-Saharans are involved.|non-racist|0.47852644|0.43451372
hay chicas re lindas en mi escuela, lastima q son pakis|there are really pretty girls in my school, it's a shame they're pakis|racist|0.4171886|0.351253
y porqué es lo que hay que hacer con los menas y con los adultos también!!!! NO a los inmigrantes ilegales!!!!|and why is it what to do with menas and with adults too!!!! NO to illegal immigrants!!!!|racist|0.5172448|0.46212718
@Solivillegas @montedemarte @quiz_viajero Hay que tener cuidado con el sorteo de greencard. Si te anotas quedas registrado en el sistema como que tenes intenciones de vivir allá, y podes tener problemas con la Visa de turista y demás. Lo hacen para eso, para identificar posibles inmigrantes ilegales.|@Solivillegas @montedemarte @quiz_viajero You have to be careful with the greencard draw. If you sign up, you are registered in the system as if you intend to live there, and you may have problems with the tourist visa and others. They do it for that, to identify possible illegal immigrants.|non-racist|0.14273375|0.16411957
La inmigración descontrolada que han importado los políticos ha generado inseguridad y ha traído los machetes y la sangre a nuestros barrios. No es justo que los españoles tengan que sufrir las consecuencias de esta invasión. ¡Fronteras seguras, barrios seguros!|The uncontrolled immigration that politicians have imported has generated insecurity and has brought machetes and blood to our neighborhoods. It is not fair that the Spanish have to suffer the consequences of this invasion. Safe borders, safe neighborhoods!|racist|0.357161|0.37252453
.@joanribo ya ha implantado con éxito el modelo Colau en el casco histórico de Valencia. Magrebíes ilegales bañándose desnudos en fuentes frente a un colegio, okupando y causando terror entre los vecinos. La @policialocalvlc no les cogen ni las denuncias.|.@joanribo has already successfully implemented the Colau model in the historic center of Valencia. Illegal North Africans bathing naked in fountains in front of a school, squatting and causing terror among the neighbors. The @policialocalvlc do not even take the complaints.|racist|0.57771254|0.52893823
